seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
IV	111357	111362	6	+	14	2	Promoter	4	111580	114234	2655	1	YDL194W	YDL194W_mRNA	-218
IV	114556	114629	74	+	57	7	Promoter	4	114672	115799	1128	1	YDL193W	YDL193W_mRNA	-43
IV	116203	116230	28	+	9	3	Promoter	4	116321	116866	546	1	YDL192W	YDL192W_mRNA	-91
IV	116263	116302	40	+	148	10	Promoter	4	116321	116866	546	1	YDL192W	YDL192W_mRNA	-19
IV	117605	117661	57	+	342	13	Promoter	4	117664	118517	854	1	YDL191W	YDL191W_mRNA	-3
IV	121952	121952	1	+	3	1	Promoter	4	122216	123589	1374	1	YDL189W	YDL189W_mRNA	-264
IV	122023	122026	4	+	24	2	Promoter	4	122216	123589	1374	1	YDL189W	YDL189W_mRNA	-190
IV	122200	122200	1	+	5	1	Promoter	4	122216	123589	1374	1	YDL189W	YDL189W_mRNA	-16
IV	126670	126689	20	+	61	5	Promoter	4	126787	130002	3216	1	YDL185W	YDL185W_mRNA	-98
IV	133397	133420	24	+	62	8	Promoter	4	133437	134723	1287	1	YDL182W	YDL182W_mRNA	-17
IV	133761	133761	1	+	3	1	Exon (YDL182W_mRNA/YDL182W, exon 1 of 1)	4	133437	134723	1287	1	YDL182W	YDL182W_mRNA	324
IV	135029	135029	1	+	3	1	Promoter	4	135179	135436	258	1	YDL181W	YDL181W_mRNA	-150
IV	135089	135148	60	+	45	7	Promoter	4	135179	135436	258	1	YDL181W	YDL181W_mRNA	-31
IV	135778	135778	1	+	4	1	Promoter	4	135896	137539	1644	1	YDL180W	YDL180W_mRNA	-118
IV	138196	138196	1	+	6	1	Promoter	4	138291	139205	915	1	YDL179W	YDL179W_mRNA	-95
IV	139497	139514	18	+	42	5	Promoter	4	139522	141114	1593	1	YDL178W	YDL178W_mRNA	-8
IV	141901	141996	96	+	98	11	Promoter	4	142097	144223	2127	1	YDL176W	YDL176W_mRNA	-101
IV	148151	148151	1	+	3	1	Promoter	4	148191	149078	888	1	YDL173W	YDL173W_mRNA	-40
IV	156290	156290	1	+	9	1	Promoter	4	156318	157904	1587	1	YDL170W	YDL170W_mRNA	-28
IV	156330	156330	1	+	3	1	Promoter	4	156318	157904	1587	1	YDL170W	YDL170W_mRNA	12
IV	159533	159533	1	+	3	1	Promoter	4	159604	160764	1161	1	YDL168W	YDL168W_mRNA	-71
IV	159571	159571	1	+	6	1	Promoter	4	159604	160764	1161	1	YDL168W	YDL168W_mRNA	-33
IV	164228	164260	33	+	43	4	Promoter	4	164290	164865	576	1	YDL165W	YDL165W_mRNA	-30
IV	167683	167716	34	+	169	15	Promoter	4	167714	169078	1365	1	YDL161W	YDL161W_mRNA	0
IV	167791	167791	1	+	4	1	Promoter	4	167714	169078	1365	1	YDL161W	YDL161W_mRNA	77
IV	172433	172433	1	+	3	1	Promoter	4	172481	174028	1548	1	YDL159W	YDL159W_mRNA	-48
IV	176633	176643	11	+	34	2	Promoter	4	176773	178056	1284	1	YDL155W	YDL155W_mRNA	-130
IV	176690	176690	1	+	3	1	Promoter	4	176773	178056	1284	1	YDL155W	YDL155W_mRNA	-83
IV	180071	180071	1	+	3	1	Exon (YDL154W_mRNA/YDL154W, exon 1 of 1)	4	178334	181039	2706	1	YDL154W	YDL154W_mRNA	1737
IV	183203	183247	45	+	67	6	Promoter	4	183343	184611	1269	1	YDL150W	YDL150W_mRNA	-96
IV	184880	184884	5	+	18	2	Promoter	4	184925	187918	2994	1	YDL149W	YDL149W_mRNA	-41
IV	190840	190926	87	+	200	19	Promoter	4	190924	192261	1338	1	YDL147W	YDL147W_mRNA	0
IV	191094	191094	1	+	3	1	Exon (YDL147W_mRNA/YDL147W, exon 1 of 1)	4	190924	192261	1338	1	YDL147W	YDL147W_mRNA	170
IV	199953	199969	17	+	32	4	Promoter	4	199996	201582	1587	1	YDL143W	YDL143W_mRNA	-27
IV	202801	202801	1	+	3	1	Promoter	4	203039	205111	2073	1	YDL141W	YDL141W_mRNA	-238
IV	202838	202838	1	+	7	1	Promoter	4	203039	205111	2073	1	YDL141W	YDL141W_mRNA	-201
IV	213130	213130	1	+	3	1	Promoter	4	213351	215642	2292	1	YDL138W	YDL138W_mRNA	-221
IV	213175	213190	16	+	17	2	Promoter	4	213351	215642	2292	1	YDL138W	YDL138W_mRNA	-161
IV	215967	215967	1	+	3	1	Promoter	4	216529	217074	546	1	YDL137W	YDL137W_mRNA	-562
IV	216009	216061	53	+	66	7	Promoter	4	216529	217074	546	1	YDL137W	YDL137W_mRNA	-468
IV	216089	216133	45	+	41	6	Promoter	4	216529	217074	546	1	YDL137W	YDL137W_mRNA	-396
IV	217548	217591	44	+	126	10	Promoter	4	217600	218367	768	1	YDL136W	YDL136W_mRNA	-9
IV	222271	222292	22	+	13	2	Promoter	4	222427	223740	1314	1	YDL133W	YDL133W_mRNA	-135
IV	223990	224017	28	+	35	4	Promoter	4	224304	226751	2448	1	YDL132W	YDL132W_mRNA	-287
IV	227291	227291	1	+	3	1	Promoter	4	227393	228715	1323	1	YDL131W	YDL131W_mRNA	-102
IV	227353	227363	11	+	49	5	Promoter	4	227393	228715	1323	1	YDL131W	YDL131W_mRNA	-30
IV	229091	229160	70	+	162	10	Promoter	4	229171	229431	261	1	YDL130W-A	YDL130W-A_mRNA	-11
IV	229816	229897	82	+	327	21	Promoter	4	229906	230527	622	1	YDL130W	YDL130W_mRNA	-9
IV	230325	230325	1	+	4	1	Exon (YDL130W_mRNA/YDL130W, exon 2 of 2)	4	229906	230527	622	1	YDL130W	YDL130W_mRNA	419
IV	230893	230919	27	+	10	2	Promoter	4	231024	231899	876	1	YDL129W	YDL129W_mRNA	-105
IV	230980	230997	18	+	16	3	Promoter	4	231024	231899	876	1	YDL129W	YDL129W_mRNA	-27
IV	231043	231043	1	+	5	1	Promoter	4	231024	231899	876	1	YDL129W	YDL129W_mRNA	19
IV	231081	231081	1	+	3	1	Promoter	4	231024	231899	876	1	YDL129W	YDL129W_mRNA	57
IV	232595	232595	1	+	3	1	Promoter	4	232652	233887	1236	1	YDL128W	YDL128W_mRNA	-57
IV	234863	234878	16	+	8	2	Promoter	4	234927	235853	927	1	YDL127W	YDL127W_mRNA	-49
IV	240159	240159	1	+	3	1	Promoter	4	240259	241197	939	1	YDL124W	YDL124W_mRNA	-100
IV	240186	240249	64	+	164	14	Promoter	4	240259	241197	939	1	YDL124W	YDL124W_mRNA	-10
IV	240283	240283	1	+	3	1	Promoter	4	240259	241197	939	1	YDL124W	YDL124W_mRNA	24
IV	241383	241411	29	+	38	7	Promoter	4	241418	241840	423	1	YDL123W	YDL123W_mRNA	-7
IV	242312	242340	29	+	16	3	Promoter	4	242552	244981	2430	1	YDL122W	YDL122W_mRNA	-212
IV	242484	242484	1	+	3	1	Promoter	4	242552	244981	2430	1	YDL122W	YDL122W_mRNA	-68
IV	244665	244665	1	+	4	1	Exon (YDL122W_mRNA/YDL122W, exon 1 of 1)	4	245923	246447	525	1	YDL120W	YDL120W_mRNA	-1258
IV	245831	245843	13	+	25	3	Promoter	4	245923	246447	525	1	YDL120W	YDL120W_mRNA	-80
IV	248173	248173	1	+	3	1	Promoter	4	248581	251238	2658	1	YDL117W	YDL117W_mRNA	-408
IV	248223	248223	1	+	7	1	Promoter	4	248581	251238	2658	1	YDL117W	YDL117W_mRNA	-358
IV	248284	248293	10	+	8	2	Promoter	4	248581	251238	2658	1	YDL117W	YDL117W_mRNA	-288
IV	251504	251504	1	+	9	1	Promoter	4	251566	253746	2181	1	YDL116W	YDL116W_mRNA	-62
IV	258835	258870	36	+	30	4	Promoter	4	258915	263225	4311	1	YDL112W	YDL112W_mRNA	-45
IV	267681	267706	26	+	19	4	Promoter	4	267698	268699	1002	1	YDL108W	YDL108W_mRNA	0
IV	268888	268888	1	+	5	1	Promoter	4	268921	269976	1056	1	YDL107W	YDL107W_mRNA	-33
IV	272377	272377	1	+	3	1	Promoter	4	272389	273597	1209	1	YDL105W	YDL105W_mRNA	-12
IV	276786	276791	6	+	22	2	Promoter	4	276872	280165	3294	1	YDL102W	YDL102W_mRNA	-81
IV	283303	283303	1	+	3	1	Promoter	4	283419	284444	1026	1	YDL099W	YDL099W_mRNA	-116
IV	283340	283425	86	+	372	17	Promoter	4	283419	284444	1026	1	YDL099W	YDL099W_mRNA	0
IV	286979	286994	16	+	31	5	Promoter	4	287059	289512	2454	1	YDL095W	YDL095W_mRNA	-65
IV	287026	287040	15	+	7	2	Promoter	4	287059	289512	2454	1	YDL095W	YDL095W_mRNA	-19
IV	292756	292770	15	+	26	4	Promoter	4	292781	293221	441	1	YDL092W	YDL092W_mRNA	-11
IV	292907	292907	1	+	3	1	Exon (YDL092W_mRNA/YDL092W, exon 1 of 1)	4	292781	293221	441	1	YDL092W	YDL092W_mRNA	126
IV	292946	292946	1	+	3	1	Exon (YDL092W_mRNA/YDL092W, exon 1 of 1)	4	292781	293221	441	1	YDL092W	YDL092W_mRNA	165
IV	301380	301380	1	+	3	1	Promoter	4	301413	302234	822	1	YDL086W	YDL086W_mRNA	-33
IV	301408	301408	1	+	5	1	Promoter	4	301413	302234	822	1	YDL086W	YDL086W_mRNA	-5
IV	301974	301974	1	+	3	1	Exon (YDL086W_mRNA/YDL086W, exon 1 of 1)	4	301413	302234	822	1	YDL086W	YDL086W_mRNA	561
IV	305062	305133	72	+	90	12	Promoter	4	305237	306577	1341	1	YDL084W	YDL084W_mRNA	-104
IV	305801	305801	1	+	3	1	Exon (YDL084W_mRNA/YDL084W, exon 1 of 1)	4	305237	306577	1341	1	YDL084W	YDL084W_mRNA	564
IV	306232	306232	1	+	3	1	Exon (YDL084W_mRNA/YDL084W, exon 1 of 1)	4	305237	306577	1341	1	YDL084W	YDL084W_mRNA	995
IV	308372	308410	39	+	237	12	Promoter	4	308424	309388	965	1	YDL082W	YDL082W_mRNA	-14
IV	309065	309065	1	+	3	1	Exon (YDL082W_mRNA/YDL082W, exon 2 of 2)	4	308424	309388	965	1	YDL082W	YDL082W_mRNA	641
IV	315184	315184	1	+	5	1	Distal Intergenic	4	308424	309388	965	1	YDL082W	YDL082W_mRNA	6760
IV	322103	322103	1	+	4	1	Promoter	4	322226	322988	763	1	YDL075W	YDL075W_mRNA	-123
IV	322132	322132	1	+	4	1	Promoter	4	322226	322988	763	1	YDL075W	YDL075W_mRNA	-94
IV	322160	322250	91	+	349	18	Promoter	4	322226	322988	763	1	YDL075W	YDL075W_mRNA	0
IV	323938	323938	1	+	3	1	Distal Intergenic	4	322226	322988	763	1	YDL075W	YDL075W_mRNA	1712
IV	330699	330762	64	+	31	6	Promoter	4	331024	332940	1917	1	YDL070W	YDL070W_mRNA	-262
IV	330987	331020	34	+	76	8	Promoter	4	331024	332940	1917	1	YDL070W	YDL070W_mRNA	-4
IV	332776	332776	1	+	3	1	Promoter	4	333500	333829	330	1	YDL068W	YDL068W_mRNA	-724
IV	334792	334818	27	+	87	8	Promoter	4	334835	336121	1287	1	YDL066W	YDL066W_mRNA	-17
IV	337432	337468	37	+	53	9	Promoter	4	337487	338070	584	1	YDL064W	YDL064W_mRNA	-19
IV	341589	341599	11	+	7	2	Promoter	4	341619	343985	2367	1	YDL060W	YDL060W_mRNA	-20
IV	345600	345600	1	+	4	1	Promoter	4	345665	351037	5373	1	YDL058W	YDL058W_mRNA	-65
IV	345629	345629	1	+	6	1	Promoter	4	345665	351037	5373	1	YDL058W	YDL058W_mRNA	-36
IV	351399	351399	1	+	8	1	Promoter	4	351434	352420	987	1	YDL057W	YDL057W_mRNA	-35
IV	351426	351426	1	+	5	1	Promoter	4	351434	352420	987	1	YDL057W	YDL057W_mRNA	-8
IV	352757	352779	23	+	10	2	Promoter	4	352877	355378	2502	1	YDL056W	YDL056W_mRNA	-98
IV	363903	363943	41	+	94	8	Promoter	4	363952	364779	828	1	YDL051W	YDL051W_mRNA	-9
IV	368425	368428	4	+	11	2	Downstream (2-3kb)	4	369771	370706	936	1	YDL047W	YDL047W_mRNA	-1343
IV	369313	369328	16	+	12	3	Promoter	4	369771	370706	936	1	YDL047W	YDL047W_mRNA	-443
IV	369548	369573	26	+	19	4	Promoter	4	369771	370706	936	1	YDL047W	YDL047W_mRNA	-198
IV	369626	369628	3	+	8	2	Promoter	4	369771	370706	936	1	YDL047W	YDL047W_mRNA	-143
IV	371155	371200	46	+	46	5	Promoter	4	371240	371761	522	1	YDL046W	YDL046W_mRNA	-40
IV	371230	371230	1	+	3	1	Promoter	4	371240	371761	522	1	YDL046W	YDL046W_mRNA	-10
IV	372204	372240	37	+	31	4	Promoter	4	372248	372535	288	1	YDL045W-A	YDL045W-A_mRNA	-8
IV	394192	394192	1	+	5	1	Promoter	4	394217	397204	2988	1	YDL031W	YDL031W_mRNA	-25
IV	397414	397486	73	+	97	14	Promoter	4	397537	399129	1593	1	YDL030W	YDL030W_mRNA	-51
IV	399307	399329	23	+	18	3	Promoter	4	399340	400638	1299	1	YDL029W	YDL029W_mRNA	-11
IV	411685	411685	1	+	5	1	Promoter	4	411825	413000	1176	1	YDL022W	YDL022W_mRNA	-140
IV	411751	411763	13	+	85	4	Promoter	4	411825	413000	1176	1	YDL022W	YDL022W_mRNA	-62
IV	413918	413945	28	+	10	3	Promoter	4	413953	414888	936	1	YDL021W	YDL021W_mRNA	-8
IV	424100	424131	32	+	21	4	Promoter	4	424209	425732	1524	1	YDL017W	YDL017W_mRNA	-78
IV	424175	424175	1	+	3	1	Promoter	4	424209	425732	1524	1	YDL017W	YDL017W_mRNA	-34
IV	424202	424202	1	+	5	1	Promoter	4	424209	425732	1524	1	YDL017W	YDL017W_mRNA	-7
IV	427215	427243	29	+	26	4	Promoter	4	427364	428347	984	1	YDL014W	YDL014W_mRNA	-121
IV	427270	427270	1	+	6	1	Promoter	4	427364	428347	984	1	YDL014W	YDL014W_mRNA	-94
IV	428932	428934	3	+	18	2	Promoter	4	429067	430926	1860	1	YDL013W	YDL013W_mRNA	-133
IV	432272	432354	83	+	75	13	Promoter	4	432330	433025	696	1	YDL010W	YDL010W_mRNA	0
IV	433476	433497	22	+	14	2	Promoter	4	433497	433994	498	1	YDL008W	YDL008W_mRNA	0
IV	437970	438072	103	+	194	14	Promoter	4	438047	439360	1314	1	YDL007W	YDL007W_mRNA	0
IV	439561	439561	1	+	3	1	Promoter	4	439909	440754	846	1	YDL006W	YDL006W_mRNA	-348
IV	439615	439615	1	+	3	1	Promoter	4	439909	440754	846	1	YDL006W	YDL006W_mRNA	-294
IV	439675	439675	1	+	4	1	Promoter	4	439909	440754	846	1	YDL006W	YDL006W_mRNA	-234
IV	442958	443011	54	+	79	9	Promoter	4	443029	443511	483	1	YDL004W	YDL004W_mRNA	-18
IV	444556	444579	24	+	18	3	Promoter	4	444683	446383	1701	1	YDL003W	YDL003W_mRNA	-104
IV	447906	447941	36	+	17	4	Promoter	4	447984	449276	1293	1	YDL001W	YDL001W_mRNA	-43
IV	452820	452839	20	+	13	3	Promoter	4	453045	453650	606	1	YDR002W	YDR002W_mRNA	-206
IV	452953	453069	117	+	616	33	Promoter	4	453045	453650	606	1	YDR002W	YDR002W_mRNA	0
IV	453107	453107	1	+	3	1	Promoter	4	453045	453650	606	1	YDR002W	YDR002W_mRNA	62
IV	454030	454030	1	+	3	1	Promoter	4	454122	454754	633	1	YDR003W	YDR003W_mRNA	-92
IV	454077	454104	28	+	29	3	Promoter	4	454122	454754	633	1	YDR003W	YDR003W_mRNA	-18
IV	454143	454143	1	+	4	1	Promoter	4	454122	454754	633	1	YDR003W	YDR003W_mRNA	21
IV	455203	455215	13	+	9	2	Promoter	4	455201	456583	1383	1	YDR004W	YDR004W_mRNA	2
IV	461818	461818	1	+	6	1	Promoter	4	461842	462516	675	1	YDR007W	YDR007W_mRNA	-24
IV	461891	461891	1	+	4	1	Promoter	4	461842	462516	675	1	YDR007W	YDR007W_mRNA	49
IV	465580	465616	37	+	170	9	Promoter	4	465919	470424	4506	1	YDR011W	YDR011W_mRNA	-303
IV	465657	465687	31	+	42	6	Promoter	4	465919	470424	4506	1	YDR011W	YDR011W_mRNA	-232
IV	465714	465714	1	+	3	1	Promoter	4	465919	470424	4506	1	YDR011W	YDR011W_mRNA	-205
IV	465903	465903	1	+	3	1	Promoter	4	465919	470424	4506	1	YDR011W	YDR011W_mRNA	-16
IV	471809	471843	35	+	37	6	Promoter	4	471853	472941	1089	1	YDR012W	YDR012W_mRNA	-10
IV	473141	473141	1	+	3	1	Promoter	4	473157	473783	627	1	YDR013W	YDR013W_mRNA	-16
IV	473995	473995	1	+	5	1	Promoter	4	474046	475989	1944	1	YDR014W	YDR014W_mRNA	-51
IV	486697	486724	28	+	24	4	Promoter	4	486804	488003	1200	1	YDR021W	YDR021W_mRNA	-80
IV	486774	486774	1	+	5	1	Promoter	4	486804	488003	1200	1	YDR021W	YDR021W_mRNA	-30
IV	489444	489500	57	+	221	14	Promoter	4	489508	490896	1389	1	YDR023W	YDR023W_mRNA	-8
IV	491451	491546	96	+	351	21	Promoter	4	491515	492324	810	1	YDR025W	YDR025W_mRNA	0
IV	491917	491917	1	+	5	1	Exon (YDR025W_mRNA/YDR025W, exon 2 of 2)	4	491515	492324	810	1	YDR025W	YDR025W_mRNA	402
IV	503468	503491	24	+	11	2	Promoter	4	503498	503863	366	1	YDR031W	YDR031W_mRNA	-7
IV	507820	507820	1	+	3	1	Promoter	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	-327
IV	507875	507951	77	+	77	11	Promoter	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	-196
IV	508822	508842	21	+	6	2	Exon (YDR033W_mRNA/YDR033W, exon 1 of 1)	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	675
IV	508876	508876	1	+	3	1	Exon (YDR033W_mRNA/YDR033W, exon 1 of 1)	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	729
IV	508911	508911	1	+	4	1	Exon (YDR033W_mRNA/YDR033W, exon 1 of 1)	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	764
IV	512486	512486	1	+	3	1	Distal Intergenic	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	4339
IV	512573	512573	1	+	5	1	Distal Intergenic	4	508147	509109	963	1	YDR033W	YDR033W_mRNA	4426
IV	521258	521258	1	+	3	1	Promoter	4	521314	521469	156	1	YDR034W-B	YDR034W-B_mRNA	-56
IV	521305	521321	17	+	7	2	Promoter	4	521314	521469	156	1	YDR034W-B	YDR034W-B_mRNA	0
IV	521727	521737	11	+	35	4	Promoter	4	521816	522928	1113	1	YDR035W	YDR035W_mRNA	-79
IV	521781	521835	55	+	68	7	Promoter	4	521816	522928	1113	1	YDR035W	YDR035W_mRNA	0
IV	525338	525424	87	+	140	16	Promoter	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	-16
IV	526861	526890	30	+	33	6	Exon (YDR037W_mRNA/YDR037W, exon 1 of 1)	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	1421
IV	526967	526976	10	+	11	3	Exon (YDR037W_mRNA/YDR037W, exon 1 of 1)	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	1527
IV	530779	530779	1	+	4	1	Distal Intergenic	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	5339
IV	530978	530990	13	+	10	2	Distal Intergenic	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	5538
IV	531069	531069	1	+	3	1	Distal Intergenic	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	5629
IV	531485	531485	1	+	4	1	Distal Intergenic	4	525440	527215	1776	1	YDR037W	YDR037W_mRNA	6045
IV	539763	539798	36	+	46	7	Promoter	4	539803	540414	612	1	YDR041W	YDR041W_mRNA	-5
IV	539850	539850	1	+	7	1	Promoter	4	539803	540414	612	1	YDR041W	YDR041W_mRNA	47
IV	544075	544075	1	+	4	1	Distal Intergenic	4	546642	547628	987	1	YDR044W	YDR044W_mRNA	-2567
IV	546599	546599	1	+	3	1	Promoter	4	546642	547628	987	1	YDR044W	YDR044W_mRNA	-43
IV	551391	551391	1	+	3	1	Promoter	4	551860	552948	1089	1	YDR047W	YDR047W_mRNA	-469
IV	551420	551428	9	+	14	2	Promoter	4	551860	552948	1089	1	YDR047W	YDR047W_mRNA	-432
IV	551464	551464	1	+	3	1	Promoter	4	551860	552948	1089	1	YDR047W	YDR047W_mRNA	-396
IV	551516	551516	1	+	11	1	Promoter	4	551860	552948	1089	1	YDR047W	YDR047W_mRNA	-344
IV	551736	551743	8	+	8	2	Promoter	4	551860	552948	1089	1	YDR047W	YDR047W_mRNA	-117
IV	553209	553226	18	+	12	2	Promoter	4	553254	555152	1899	1	YDR049W	YDR049W_mRNA	-28
IV	563448	563468	21	+	67	5	Promoter	4	563527	564861	1335	1	YDR055W	YDR055W_mRNA	-59
IV	570060	570060	1	+	3	1	Promoter	4	570649	573726	3078	1	YDR060W	YDR060W_mRNA	-589
IV	570555	570627	73	+	191	12	Promoter	4	570649	573726	3078	1	YDR060W	YDR060W_mRNA	-22
IV	572979	572979	1	+	4	1	Exon (YDR060W_mRNA/YDR060W, exon 1 of 1)	4	574164	575783	1620	1	YDR061W	YDR061W_mRNA	-1185
IV	574109	574109	1	+	12	1	Promoter	4	574164	575783	1620	1	YDR061W	YDR061W_mRNA	-55
IV	574146	574146	1	+	3	1	Promoter	4	574164	575783	1620	1	YDR061W	YDR061W_mRNA	-18
IV	576069	576111	43	+	46	7	Promoter	4	576474	578159	1686	1	YDR062W	YDR062W_mRNA	-363
IV	576153	576153	1	+	3	1	Promoter	4	576474	578159	1686	1	YDR062W	YDR062W_mRNA	-321
IV	578501	578605	105	+	129	16	Promoter	4	578663	579112	450	1	YDR063W	YDR063W_mRNA	-58
IV	578637	578651	15	+	15	4	Promoter	4	578663	579112	450	1	YDR063W	YDR063W_mRNA	-12
IV	579417	579467	51	+	227	11	Promoter	4	579458	580452	995	1	YDR064W	YDR064W_mRNA	0
IV	579523	579523	1	+	3	1	Promoter	4	579458	580452	995	1	YDR064W	YDR064W_mRNA	65
IV	580018	580018	1	+	3	1	Exon (YDR064W_mRNA/YDR064W, exon 2 of 2)	4	579458	580452	995	1	YDR064W	YDR064W_mRNA	560
IV	580147	580147	1	+	3	1	Promoter	4	580687	581784	1098	1	YDR065W	YDR065W_mRNA	-540
IV	580642	580642	1	+	3	1	Promoter	4	580687	581784	1098	1	YDR065W	YDR065W_mRNA	-45
IV	583642	583682	41	+	59	5	Promoter	4	583713	584645	933	1	YDR068W	YDR068W_mRNA	-31
IV	592149	592178	30	+	41	5	Promoter	4	592439	592948	510	1	YDR073W	YDR073W_mRNA	-261
IV	592216	592237	22	+	20	3	Promoter	4	592439	592948	510	1	YDR073W	YDR073W_mRNA	-202
IV	592271	592282	12	+	13	2	Promoter	4	592439	592948	510	1	YDR073W	YDR073W_mRNA	-157
IV	592321	592321	1	+	3	1	Promoter	4	592439	592948	510	1	YDR073W	YDR073W_mRNA	-118
IV	592355	592372	18	+	33	4	Promoter	4	592439	592948	510	1	YDR073W	YDR073W_mRNA	-67
IV	592454	592475	22	+	15	3	Promoter	4	592439	592948	510	1	YDR073W	YDR073W_mRNA	15
IV	593612	593612	1	+	3	1	Promoter	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	-281
IV	593648	593648	1	+	4	1	Promoter	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	-245
IV	593688	593701	14	+	7	2	Promoter	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	-192
IV	593729	593729	1	+	3	1	Promoter	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	-164
IV	593773	593839	67	+	312	21	Promoter	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	-54
IV	593979	593979	1	+	3	1	Promoter	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	86
IV	594652	594652	1	+	3	1	Exon (YDR074W_mRNA/YDR074W, exon 1 of 1)	4	593893	596583	2691	1	YDR074W	YDR074W_mRNA	759
IV	596953	596998	46	+	58	7	Promoter	4	597156	598082	927	1	YDR075W	YDR075W_mRNA	-158
IV	598404	598404	1	+	3	1	Promoter	4	598468	599688	1221	1	YDR076W	YDR076W_mRNA	-64
IV	600728	600766	39	+	503	14	Promoter	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	-27
IV	600856	600856	1	+	3	1	Promoter	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	63
IV	600901	600920	20	+	7	2	Exon (YDR077W_mRNA/YDR077W, exon 1 of 1)	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	108
IV	600976	600976	1	+	4	1	Exon (YDR077W_mRNA/YDR077W, exon 1 of 1)	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	183
IV	601117	601117	1	+	4	1	Exon (YDR077W_mRNA/YDR077W, exon 1 of 1)	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	324
IV	601303	601303	1	+	4	1	Exon (YDR077W_mRNA/YDR077W, exon 1 of 1)	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	510
IV	601453	601453	1	+	3	1	Exon (YDR077W_mRNA/YDR077W, exon 1 of 1)	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	660
IV	601522	601522	1	+	3	1	Exon (YDR077W_mRNA/YDR077W, exon 1 of 1)	4	600793	601809	1017	1	YDR077W	YDR077W_mRNA	729
IV	603030	603043	14	+	31	3	Promoter	4	603064	603399	336	1	YDR079W	YDR079W_mRNA	-21
IV	603971	603979	9	+	32	3	Promoter	4	604008	606986	2979	1	YDR080W	YDR080W_mRNA	-29
IV	610349	610396	48	+	22	3	Promoter	4	610441	611925	1485	1	YDR082W	YDR082W_mRNA	-45
IV	612043	612060	18	+	171	7	Promoter	4	612073	613251	1179	1	YDR083W	YDR083W_mRNA	-13
IV	621604	621604	1	+	4	1	Promoter	4	622112	624721	2610	1	YDR089W	YDR089W_mRNA	-508
IV	629785	629866	82	+	66	8	Promoter	4	629876	630605	730	1	YDR092W	YDR092W_mRNA	-10
IV	631000	631016	17	+	14	2	Promoter	4	631282	636120	4839	1	YDR093W	YDR093W_mRNA	-266
IV	636579	636579	1	+	4	1	Promoter	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	-560
IV	636626	636626	1	+	3	1	Promoter	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	-513
IV	636730	636730	1	+	3	1	Promoter	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	-409
IV	636945	636945	1	+	7	1	Promoter	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	-194
IV	637065	637078	14	+	8	2	Promoter	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	-61
IV	637131	637131	1	+	3	1	Promoter	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	-8
IV	637699	637699	1	+	3	1	Exon (YDR096W_mRNA/YDR096W, exon 1 of 1)	4	637139	639823	2685	1	YDR096W	YDR096W_mRNA	560
IV	652702	652751	50	+	77	7	Promoter	4	653607	654428	822	1	YDR099W	YDR099W_mRNA	-856
IV	653381	653381	1	+	5	1	Promoter	4	653607	654428	822	1	YDR099W	YDR099W_mRNA	-226
IV	653448	653448	1	+	3	1	Promoter	4	653607	654428	822	1	YDR099W	YDR099W_mRNA	-159
IV	654973	654991	19	+	23	3	Promoter	4	655013	655444	432	1	YDR100W	YDR100W_mRNA	-22
IV	658305	658333	29	+	49	7	Promoter	4	658350	661103	2754	1	YDR103W	YDR103W_mRNA	-17
IV	666982	666986	5	+	6	2	Promoter	4	667004	667858	855	1	YDR106W	YDR106W_mRNA	-18
IV	668320	668320	1	+	3	1	Distal Intergenic	4	667004	667858	855	1	YDR106W	YDR106W_mRNA	1316
